B006I0GSZM|Bag of Bones|4.5|Suspense, Horror, Drama|Novelist Mike Noonan unable to cope after his wife's sudden death returns to the couple's lakeside retreat where he becomes involved in a custody battle between a young widow and her child's wealthy grandfather. Mike inexplicably receives mysterious ghostly visitations escalating nightmares and the realization that his late wife still has something to tell him.
B000V5Q9Y0|Law & Order: Special Victims Unit|4.8|Suspense, Drama|This hard-hitting and emotional series which follows Detective Elliot Stabler (Christopher Meloni) and his partner Olivia Benson (Emmy-winner Mariska Hargitay) has striking surprises in store for the season. When Connie Nielson (Gladiator) guest stars as Stabler's beautiful and multi-talented new partner for six episodes things heat up on the streets of New York – and the elite squad is forced to take even bigger risks.
B006RZZDU4|Iron Man: Extremis|4.0|Anime|Iron Man is brought into the 21st century in this critically acclaimed series by Warren Ellis and Adi Granov. Extremis a 21st century form of the super-soldier serum that turns its subject into living weapons has fallen into terrorist hands. Now Iron Man must change to fight this threat in ways that will forever alter Tony Stark. Mature Audiences Only.
B008EM1DAC|NA|NA|NA|NA
B0037KH0WQ|Team Umizoomi|4.7|Animation, Kids|Umifriend Team Umizoomi needs your help! Build a super fast speedboat with shapes use pattern power to make chocolate and strawberry milk fix a broken subway train and so much more with these tiny super heroes!
B005UKJW5O|The Amazing Race|4.8|Drama, Unscripted, Kids, Adventure|This season's cast of Racers will travel over 32000 miles covering four continents and 30 cities with first-time visits to Bangladesh Ghana and the Arctic Circle.  Additionally for the first time in the history of the Race the Team to finish in first place during the premiere episode will be awarded a surprise game-changing advantage.
B009VB7RRS|Blackout|3.4|Suspense, Drama, Action|Daniel Demoys has it all; a loving wife kids and the chance to make the world a better place. But when Daniel wakes up from another drunken night with blood stained hands and realizes he might be responsible for a murder he is driven to despair. Blackout is an epic edgy thriller following a man battling with his own dark soul as he makes a stab at salvation.
B004N2LUXM|Heavy|4.4|Unscripted, Drama|For individuals who struggle with severe out-of-control weight problems life can seem demoralizing and hopeless. Follow the remarkable journeys of dangerously overweight individuals as they attempt to regain their dignity and reclaim their health in the new real-life series Heavy.
B004HBOLJY|Doctor Who: Animated|4.1|Kids|Based on the brilliant and popular series Doctor Who Dreamland sees the Doctor along with his two new companions Cassie and Jimmy in Area 51 the most secret US base.  They set off on an animated adventure full of danger and surprise including a new alien race the monstrous Viperox.
B002C4Y3DC|Friends|4.9|Comedy, Romance|The worldwide comedy hit comes to a bittersweet but comic close with its tenth and final season. Pushing the show to the limit the final season includes "the ones with:" Monica's goes from "big hair" to beaded cornrows Phoebe's marriage to Mike (Paul Rudd) in a blizzard and Ross's spray-on tanning trip gone horribly wrong.
B001Y5913C|H2O|4.5|Drama, Kids, Fantasy|Emma Cleo and Rikki are no ordinary girls! They're three sixteen-year-olds who one day find themselves stranded at sea. They float towards the mysterious Mako Island and what happens there completely changes their lives forever! Watch as they make a splash in their new lives- going to pool parties but avoiding the water practicing their magical powers and dealing with the wacky effects of the full moon all while keeping their mermaidness a secret from the rest of the world.
B00A2M9SEK|Pawn Stars|4.7|Unscripted, Special Interest|The hit HISTORY series returns to the only family-run pawn shop in Las Vegas where three generations of men carefully assess the value of items brought in by an array of quirky customers. Watch as the Harrison family attempts to find the gems and bust the fakes all in hopes of making the biggest profit possible.
B006Y5C5XA|Smash|4.8|Comedy, Drama, Arts, Entertainment, and Culture|"Smash" is a musical drama that celebrates the beauty and heartbreak of the Broadway theater as it follows a cross-section of dreamers and schemers who all have one common desire - to be a "smash." The series centers on the process of creating a Broadway musical based on the life of Marilyn Monroe - written by the successful songwriting duo of Tom (Christian Borle) and Julia (Debra Messing). Julia recently began the process of adopting a child with her husband Frank (Brian d'Arcy James) of many years but her focus is torn when she has the opportunity to write another Broadway hit. A rivalry soon forms for the lead role between a youthful inexperienced Midwestern beauty Karen (Katharine McPhee) - who is trying to find fame in the big city against all odds - and stage veteran Ivy Bell (Megan Hilty) who's determined to leave the chorus line and finally get her big break. A tenacious producer Eileen (Anjelica Huston) discovers the "Marilyn" project and jumps on board with a brilliant director Derek (Jack Davenport) - whose talent is matched by his cunning and egocentric amorality.  Jaime Cepero stars as Ellis and Raza Jaffrey stars as Dev.
B007OV0UYY|iCarly|4.7|Comedy, Kids, Romance|You're in luck! Here's another collection of iCarly episodes sure to make you LOL! There's more Carly more Sam more Freddie lots more Gibby and maybe even more Baby Spencer!
B0087YQVY0|The Magic Of Belle Isle|4.8|Comedy, Drama|Morgan Freeman plays Monte Wildhorn a famous Western novelist whose passion for writing hits an impasse. He takes a lakeside cabin for the summer in picturesque Belle Isle befriending the family next door - an attractive single mom (Virginia Madsen) and her young daughters - who help him find inspiration again.
B0026QMYN2|In Plain Sight|4.8|Suspense, Drama|The No. 1 new original cable series of 2008 In Plain Sight stars Mary McCormack as Mary Shannon a U.S. Marshal working in the highly secretive branch of the witness protection program (WITSEC) who relocates Federal Witnesses - many of them career criminals and many who are innocents who had the misfortune of witnessing a crime. All of them have one thing in common - someone wants them dead. Mary's job is to see that this doesn't happen while at the same time managing her own dysfunctional family.
B0054U565U|Covert Affairs|4.7|Suspense, Drama, Action|Covert Affairs stars Golden Globe-nominated Piper Perabo as Annie Walker a young CIA operative whose exceptional linguistic skills make her invaluable to the Agency in missions that span the globe. While quickly becoming a seasoned field operative Annie's career continues to intrude on her personal life and she strives to for the perfect balance of "normal" with her high-octane adventures as a covert operative.
B003PDL346|Leverage|4.9|Suspense, Drama, Action|Season 3 of this action-packed series starts off with a bang as the teammates devise schemes to free Nate from prison expose a trafficker’s child slave-labor ring and infiltrate a Department of Defense research lab to take down international terrorists.
B000IJRK7O|Prison Break|4.8|Suspense, Action, Drama|In the second season of Prison Break Michael Lincoln and six other inmates including pickpocket Tweener and the mentally unstable Haywire have ultimately escaped from Fox River.
B0079W7OCY|Masterpiece: Inspector Lewis|4.8|Suspense, Drama|Five years after the death of his mentor Inspector Morse Lewis is now an inspector himself and back at Oxford. He's teamed with a new sidekick Detective Sergeant James Hathaway and he's anxious to prove himself.
B000J1B1PI|Numb3rs|4.9|Suspense, Drama, Action|FBI agent Don Eppes recruits his mathematical genius brother Charlie to help the Bureau solve a wide range of challenging crimes in Los Angeles.
B0072C8ME0|Tim & Eric's Billion Dollar Movie|4.3|Comedy|An all new feature film from the twisted minds of cult comedy heroes Tim Heidecker and Eric Wareheim ("Tim and Eric Awesome Show Great Job") featuring cameos from "Awesome Show" regulars and some of the biggest names in comedy today!
B002QS5OQ4|Stargate Universe|4.6|Drama, Science Fiction, Action|An attack forces a group of scientists and soldiers through the Stargate to an unknown destination.  They emerge on an abandoned and unmanned Ancient ship the Destiny.  They must try to unlock the mechanisms and purpose of Destiny and explore the new worlds they encounter both for survival and to gain the knowlege needed to return to earth.
B0064YPMOU|Vietnam in HD|4.7|Historical, Documentary, Special Interest, Military and War|Two years after the release of its landmark Emmy-winning series WWII in HD History shifts its focus to a new generation and one of the most controversial chapters in American history the Vietnam War.
B000NHRTAO|My Name Is Earl|4.8|Comedy|Earl is back for a wild second season still trying his best to do good deeds â€” while getting into offbeat misadventures as only he can.
B007PYFAJ0|Above Suspicion|4.2|Suspense, Drama|Does rookie detective Anna Travis have what it takes to succeed in what is still mostly a man's world? Based on the bestselling novels by Lynda La Plante this hit British police drama is a "younger sassier successor to Prime Suspect" (The Telegraph U.K.)
B004T9BAPC|VICTORiOUS|4.7|Comedy, Drama, Young Adult Audience, Kids, Romance, Music Videos and Concerts|Hit the stage with Tori and the Hollywood Arts superstars! What happens when all the students have to re-audition for spots at Hollywood Arts?  And who ends up falling for Jade? All this and more in Season 2 of Victorious!
B0038KNRAO|Prison Wives|4.3|Unscripted, Documentary, Drama, Special Interest|Through in-depth interviews documentary footage and dramatic recreations Prison Wives tells the tales of crime and punishment that will keep you on the edge of your seat and make your head spin with twists and turns. From sex to family fights the stress of working multiple jobs to the bizarre/touching/astounding/hilarious/horrifying relationships with their prison men this is a no-holds-barred series that lets you in on all of their juicy secrets.
B00627UN0C|NYPD Blue|4.8|Suspense, Drama|Drama about the intertwined personal and private lives of New York City police detectives.
B004D24SZ4|Outrage - The Way of the Yakuza (English Subtitled)|4.5|Suspense, International, Arthouse, Drama, Action|When a tough yakuza gangster is betrayed by his bosses it means all out war. Bodies pile up as he takes out everyone in his way to the top in a brutal quest for revenge. From action legend Takeshi Kitano.
B005OHSRWC|NCIS: Los Angeles|4.9|Drama, Action, Military and War|At the close of the second season Hetty had mysteriously disappeared. After researching her whereabouts the team uncovers her whereabouts. Season three begins with a rescue attempt that ultimately reveals information about Callen and his family.
B0015TFUSC|The Riches|4.6|Comedy, Drama|Blackmail.  Murder. And back to life in the RV.   The Malloys after successfully passing themselves off as "The Riches" a yuppie family living in suburban America face big trouble in Season Two.
B00A2KIMH6|Vera|4.8|Drama|Driven by work and her own personal demons Vera along with her trusted and long-suffering colleague Sergeant Joe Ashworth is faced with a number of daunting cases.
B002K76UR8|Brainiac|3.1|Horror|Brain chemistry research has produced a drug - Nirvana - that can wipe out addiction and mental illness by stimulating pleasure centers in the brain and flooding the brain with endorphins.
B009CPIQQE|Hollow|3.5|Suspense, Horror|From Tribeca Film. Terrorized by a legendary dark spirit that drives couples to suicide from the hollow of an ancient tree four vacationing friends struggle for survival amongst the ruins of a centuries-old monastery.
B008Y0I0HI|Bachelorette|4.2|Comedy, Romance|Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.
B006Y5D5QG|Cracker|4.2|Suspense, Drama|A collection of three separate mini-series which test the strength of Fitz the criminal psychologist in solving the crimes behind three very different and mysterious events. Starring Robbie Coltrane as the wise-cracking Dr Eddie 'Fitz' Fitzgerald.
B000VU8DCQ|Chuck|4.8|Comedy, Drama, Action|A regular 26-year-old everyman has his life thrown into disarray after his friend a CIA agent sends him an e-mail that results in the world's secrets becoming embedded in his mind.
B008JSNIQS|Destination Truth|4.9|Unscripted, Special Interest|Season 5 opens with two special back-to-back episodes as Josh Gates and his team lead viewers on a chase into one of the world's biggest caves in the jungles of Vietnam to search for Bigfoot. Then at the overwhelming request of fans they'll travel to Romania for a return visit to the haunted Hoia Bachu Forest the site of their most terrifying investigation to date and then explore the reportedly haunted Mayan ruins of Tikal in pursuit of a monster known as the Belize Goblin. They'll also lead viewers into a remote Transylvanian village on a hunt for vampires and journey to Kazakhstan (a "Destination Truth" first) to search for the legendary Kazakh monster.
B00426035K|Prime Suspect|4.4|Suspense, Drama|Oscar® winner Helen Mirren is Det. Jane Tennison rising through the ranks solving horrific crimes while battling office sexism and her own demons.
B002NUXBLA|The Fresh Beat Band|4.7|Animation, Kids, Arts, Entertainment, and Culture|For the Fresh Beat Band just about any situation can lead to a full-blown song and dance performance. From brushing their teeth to getting ready for a performance at school everything that The Fresh Beat Band do is infused with musical fun.
B0080CK0O6|The Commander|3.6|Suspense, Drama|Leading New Scotland Yard's Murder Review Team has Commander Clare Blake feeling trapped. Eager to get back to investigative work Blake welcomes a transfer to the Homicide and Serious Crime division where she's assigned to a slate of difficult cases.
B008F9SM0S|Sports Night|4.8|Comedy, Drama, Sports|A consultant puts the show on edge about its future.
B0046B2ODA|Mythbusters|4.9|Unscripted, Documentary, Special Interest|Adam Savage and Jamie Hyneman are at it again--getting to the bottom of popular myths one experiment at a time by combining science curiosity and inventiveness.  Watch as Adam Jamie and the rest of the MythBusters team see what really happens when you take candy from a baby if people really do get cold feet when they are afraid what happens when poop literally hits the fan and much more in this season of MythBusters.
B003R7R1ZK|Hot in Cleveland|4.7|Comedy|Betty White Valerie Bertinelli Jane Leeves & Wendie Malick star in this comedy about three best friends from LA who find their lives changed forever when their plane headed for Paris makes an emergency landing in Cleveland.
B003P8ZZVI|Toddlers & Tiaras|4.0|Unscripted|Toddlers & Tiaras is back with even more glitz and glamour. Each episode follows three families on their quest for sparkly crowns and the preparation is as intense as ever. From hair nail and tanning appointments to finishing touches on gowns and suits and coaching sessions each child preps for a perfect performance. See what drama ensues when every parent wants to prove that their child is beautiful!
B006V644AO|Team Umizoomi|4.4|Animation, Kids|Team Umizoomi is a animated interactive math series for preschoolers. Milli her brother Geo and their robot friend Bot are a miniature urban repair squad that zooms around Umi City using their mighty math powers to solve everyday problem.
B0085SOJ1A|Ice Road Truckers|4.7|Special Interest|Ice Road Truckers Season 6 continues to lead our fated drivers along the treacherous icy paths of the unknown. Following family traditions and with days numbered they carry vital equipment to remote outposts in the race against elements time and each other in the hopes of hauling in the biggest prize.
B000VU2SW2|Chuck|4.8|Comedy, Drama, Action|A regular 26-year-old everyman has his life thrown into disarray after his friend a CIA agent sends him an e-mail that results in the world's secrets becoming embedded in his mind.
B003CXP5O8|Ugly Americans|4.8|Comedy, Animation|Housebreaking werewolves. Weaning vampires off blood. Socializing land-whales. It's all in a day's work for Mark Lilly Department of Integration caseworker in this inventive animated horror-comedy series about life (and the undead) in the Big Apple.
B00627UPDM|NYPD Blue|4.6|Suspense, Drama|Drama about the intertwined personal and private lives of New York City police detectives.
B001G8U0VY|Survivor|4.6|Unscripted, Adventure|Short Description Not Available
B001OEEKU2|Je Crois Que Je L'Aime (English Subtitled)|3.5|Comedy, Drama, Romance|Lucas a wealthy 43 year-old divorced businessman is irresistibly attracted to Elsa a 38 year old renowned sculptor from whom he has commissioned a piece to decorate the reception at his office.
B0049AFWKK|Under Cover Boss : The Series|4.0|Unscripted|Each week UNDERCOVER BOSS follows a different executive as they leave the comfort of their corner office for an undercover mission to examine the inner workings of their companies.  While working alongside their employees they see the effects that their decisions have on others where the problems lie within their organizations and get an up-close look at both the good and the bad while discovering the unsung heroes who make their companies run.
B0051HIK04|Olivia|3.9|Animation, Kids|Carpe Diem! Every day in Maywood holds new opportunity for the 6-year-old Olivia as she continues to seize each day in season two of Olivia!
B001HBLE2O|My Own Worst Enemy|4.3|Science Fiction, Suspense, Drama, Adventure, Action|Christian Slater (Broken Arrow) stars as two very different personalities who share only one thing in common: the same body. Henry Spivey is a middle-class efficiency expert living a humdrum life in the burbs with a wife two kids a dog and a minivan. Edward Albright is an operative who speaks thirteen languages runs a four-minute mile and is trained to kill with his teeth. When the carefully constructed wall between them breaks down Henry and Edward are thrust into unfamiliar territory where each man is dangerously out of his element and each has to learn to trust the other.
B0098VV4NE|NA|NA|NA|NA
B004SKLP70|Manhunters|4.7|Drama|When law enforcement needs to catch the nation's most dangerous fugitives they call the ultimate "manhunters" the elite agents of the U.S. Marshals Fugitive Task Force. Mandated by U.S. Congress after 9/11 the Task Force is made up of multiple federal state and local agencies and has the unique ability to transcend jurisdictions towards the common goal of catching violent fugitives.
B00978M72U|Nobody Walks|3.4|Drama|HD. The arrival of an alluring young film student sparks issues in the lives of a married couple in this drama.
B000H0X79O|Comedy Central Presents|3.5|Comedy, Arts, Entertainment, and Culture, Documentary|A series on Comedy Central that showcases both established and up-and-coming stand up comics.
B008ZXSW2C|The Mindy Project|4.7|Comedy|"The Mindy Project" is a biting new single-camera comedy from Emmy Award-nominated writer/producer and New York Times best-selling author Mindy Kaling ("The Office") that follows a woman who despite having a successful career is unlucky in love and desperately needs to get her personal life back on track before her friends and colleagues are forced to stage an intervention. Funny impatient and politically incorrect Mindy Lahiri (Kaling) can quote every romantic comedy starring Meg Ryan that exists. She loves the good ones and the bad ones because the girl always gets the guy. Mindy is determined to be more punctual spend less money lose weight and read more books -- all in pursuit of becoming a well-rounded perfect woman... who can meet and date the perfect guy.
B004WMKKWK|My Ghost Story|4.4|Documentary|Lots of people have a ghost story but how many have actually caught theirs on video? My Ghost Story features true and astonishing stories of the paranormal told by the people who lived through them - and captured their hauntings on tape.
B005PKNIO0|IRT Deadliest Roads|4.7|Unscripted, Special Interest|IRT: Deadliest Roads sends today's toughest drivers to navigate the world's most dangerous roads as they haul their way through India's Himalayan highways some of the most historic -- and lethal -- on the planet.
B00AG8VPTG|PANIC 9-1-1|4.4|Drama|Using real life 9-1-1 calls to narrate each story we hear straight from the mouth of the caller as the horrifying moments unfold and wait for help to come. Enhanced visually by stylized gritty recreations we'll keep the viewer guessing to the last second as to how it all ends.
B0057UGRGY|Louie|4.8|Comedy, Drama|The critically acclaimed comedy series Louie is filtered through the observational humor of Emmy Award-winning comedian Louis C.K. Louie puts a spotlight on C.K.'s everyday ordeals his quest to find love and his pursuit of humor.
B005JR3JC0|Whitney|4.8|Comedy|They say marriage is the number one cause of divorce. For Alex and Whitney it's one of many reasons they're determined not to take the plunge. Their relationship might not be perfect on paper but it works and they really do love each other. Bright young comedian Whitney Cummings (Chelsea Lately) brings her unique and hilarious perspective on love to this new comedy series that proves there's no right way to be together... but there are plenty of wrong ways.
B004D8JQ4Q|Mystery Science Theater 3000: Devil Doll|4.5|Comedy|An evil ventriloquist traps souls in his stage dummies while Crow innocently falls in league with a devil.
B003MAA5J6|Gavin and Stacey|4.8|Comedy, Romance|Gavin and Smithy are heading to Wales to be with the ones they love. Join them to find out what sort of tears it will end in.
B000IKQX44|Invasion Earth|3.2|Drama, Adventure, Science Fiction|The search for a downed aircraft led to the discovery of Lt. Terrell who turns out to be an army officer who went missing in 1945. As his story unfolds the prospect of a full-scale invasion of the planet Earth starts to become a terrifying reality.
B001CMQH5M|The Russian German War - Part 1|4.4|Documentary, Special Interest|This 2 part film is a rare look at one of the worst horror stories in the long infamous history of warfare. Featuring captured German and Russian film footage much of which has never been seen before.
B003TVS5C2|The Extra Man|3.6|Comedy, Arthouse|Kevin Kline leads an all-star cast as a playwright making a living as an escort to wealthy society widows who forms an unusual friendship with an aspiring young writer in this charming screwball comedy.
B0086T6RH2|Doomsday Preppers|4.5|Unscripted, Documentary|Doomsday Preppers explores the lives of otherwise ordinary Americans who are preparing for the end of the world as we know it.
B009HNDGLG|Jack and Diane|3.6|Drama|Two teenage girls meet on a summer day in New York City and spend the night kissing. Bubbly and naïve Diane is overwhelmed by her powerful new feelings for tomboy Jack and they begin to manifest themselves in terrifying ways. Young love is a monster...
B00A1ZUZ0Y|Finding Bigfoot|4.4|Suspense, Drama, Documentary, Special Interest|Finding Bigfoot returns and for the first time the investigators expand their search in North America and beyond to investigate the Sasquatch phenomenon known as "yowies" in Australia and the "orang-pendek" of Indonesia.  By examining photos and videos speaking to locals and using new technology they uncover evidence of the enigma that has fascinated man for centuries.
B005T5N0MQ|Brad Meltzer's Decoded|4.6|Documentary, Special Interest|Explore compelling and perplexing riddles to history's unanswered questions.
B009IF7092|The Big Bang Theory|4.9|Comedy, Romance|The Big Bang geniuses return after being thrown for a bell curve in the fifth season of “TV’s top-rated comedy” (New York Post). While Leonard has to “debug” his relationship with Penny once more after accidentally proposing to her in the heat of the moment Sheldon Howard and Raj continue to discover the feminine mystique is something that cannot be easily graphed or calculated.
B0061IMTYK|Gold Rush|4.6|Unscripted|With a good old fashion case of Gold Fever the Gold Rush miners are back with a vengeance as they mine their way out of financially hard times.  In this season the Hoffmans and their crew will battle mother nature and each other while they head up north. Unforeseen circumstances threaten to jeopardize their dream of striking it rich in this rugged and frozen terrain.
B004HY87C8|Disappeared|4.9|Documentary, Special Interest|DISAPPEARED follows the unpredictable twists of missing person cases tracking investigations aimed at solving how and why people simply vanish. While some of the resolutions are heartwarming and others tragic many cases remain open to this day and continue to be a source of unbearable frustration for family members and friends.
B008CS6WJK|Adventure Time|4.8|Science Fiction, Comedy, Animation, Kids, Fantasy, Adventure, Action|Things are getting shmowzowier and shmowzowier for our heroes Finn and Jake! Marceline's dad banishes them both to the Nightosphere. And it stinks. Literally. Tree trunks gets a boyfriend and leaves Jake pining for her baked goods. No idea what that means. The Gunters rise up in rebellion against the Ice King. And Finn thinks he lost a sock. So yeah shmowzowier.
B009IJJ5B4|Elementary|4.7|Drama|In the first season of Elementary Sherlock Holmes escapes to Manhattan where his wealthy father forces him to live with his worst nightmare - a sober companion Dr. Watson.
B008DZ91U4|Inside Men|3.8|Drama|John Coniston is the scrupulous manager of a cash counting house. When he confronts two employees over missing money they expect John to call the police but John is about to offer them another option. Together these disillusioned men plan the perfect heist. But these are no seasoned criminals just four ordinary men. Can they cope with the pressures of a big-time job?
B009AP3HQK|Arbitrage|4.3|Suspense, Drama|Richard Gere Susan Sarandon Tim Roth and Brit Marling star in this critically-praised thriller of high finance cutthroat family rivalry and coverups. A hedge-fund heavyweight is in deep trouble and even betraying those he loves may not be enough.
B001JGECT4|Go Diego Go!|4.6|Comedy, Animation, Kids, Adventure|Join Diego in the Latin American rainforest as he races to the rescue of animals like the slothand red-eyed tree frogs and more. Journey to the mountians to help Chinta the Chinchilla and Baby Jaguar. !Al rescate! To the Rescue!
B0015ZS0GA|Top Chef|4.8|Unscripted, Special Interest|In a fresh new season Top Chef is turning up the heat on the Windy City. Fifteen new aspiring chefs converge in Chicago to whip up the competition in TV's ultimate cook-off as they compete for the title of Top Chef the grand prize $100000 a feature in Food & Wine magazine a showcase at the Annual Food & Wine Classic in Aspen and a gourmet dream vacation in the French Alps.
B008LUC32E|Leverage|4.8|Suspense|A crew of high-tech crooks attempt to steal from wealthy criminals and corrupt businessmen.
B0098G756O|321... Frankie Go Boom|4.6|Comedy, Action|A raucous off-the-rails comedy about two brothers a girl with a broken heart a sex tape a TV star a brand new woman an angel... Oh and a pig.
B008S9CU7G|[REC] 3: Genesis (English Subtitled)|3.6|Suspense, Horror|Demonic possession spreads like a virus in the final chapter to one of the scariest horror series. A chainsaw-wielding bride fends off a demonic horde on a nightmarish wedding day.
B007UXSDT0|Upstairs Downstairs|4.0|Historical, Drama|This Emmy Award-winning British drama series tells the story of the wealthy aristocratic Bellamys and their loyal and lively servants.
B009F7QE0E|Haven|4.8|Science Fiction|Haven Maine hides its secrets well. After arriving in the seaside town on assignment FBI Agent Audrey Parker (Emily Rose) found herself drawn to Haven's picturesque scenery and welcoming residents. But the lively coastal town harbors a troubling past that threatens to boil over--and Audrey decided to leave the FBI to stay in town and investigate a series of supernatural cases.
B0013Z0PLA|Zombie Strippers|3.6|Science Fiction, Comedy, Horror|In the not too distant future a secret government re-animation chemo-virus gets released into conservative Sartre Nebraska and lands in an underground strip club. As the virus begins to spread turning the strippers into "Super Zombie Strippers" the girls struggle with whether or not to conform to the new "fad" even if it means there's no turning back.
B0080CKV72|Asylum Blackout|4.3|Suspense, Horror|George Max and Ricky are in a rock band. Between small gigs and rehearsals they hope for their big breakthrough. In the meanwhile someone has to pay the bills! So they work in the kitchen of a high security asylum. One night just before dinner time a big storm shuts down the security system the doors open and the lunatics break loose.
B003BOQVF0|Lost in Austen|4.7|Science Fiction, Drama, Fantasy, Romance|Lost in Austen is an ingenious reinvention of the classic novel Pride and Prejudice in which Jane Austen's story is thrown off track by a very modern heroine Amanda Price.
B0055EQ30M|Through the Wormhole with Morgan Freeman|4.8|Documentary, Special Interest|Morgan Freeman is back in Through the Wormhole answering more of the questions that have perplexed mankind. Is there Life After Death?  Does Time Exist? Are there More Than 3 Dimensions? These questions have been pondered by the most exquisite minds of the human race. Now science has evolved to the point where hard facts and evidence may be able to provide us with answers instead of philosophica
B00742GOP2|Ashes|3.4|Science Fiction, Suspense, Horror|A brilliant obsessive doctor working on a cure for AIDS unwittingly invents an aggressive new bacteria. Now he must stop the infection before it destroys him and everyone he loves.
B006YZSC3C|Alcatraz|4.7|Drama|When San Francisco Detective Rebecca Madsen (Sarah Jones) is assigned to a grisly murder a fingerprint leads her to an Alcatraz inmate who died over 30 years ago. Once the enigmatic government agent Emerson Hauser (Sam Neill) tries to impede her investigation Madsen turns to Alcatraz expert Dr. Diego "Doc" Soto (Jorge Garcia) to help her piece together the inexplicable sequence of events.
B000VU6K0I|Bionic Woman|4.3|Suspense, Drama, Action, Science Fiction|Struggling as a bartender and surrogate mom to her teenage sister Jaime Sommers (Michelle Ryan EastEnders) didn't think life could get much harder.  But when a devastating car accident leaves her at death's door Jaime's only hope for survival is a cutting-edge top-secret technology that comes at a hefty price.  With a whole new existence and a debt to re-pay Jaime must figure out how to use her extraordinary abilities for good -- while weighing the personal sacrifices she will have to make.
B004UUA1YG|The Kennedys|4.7|Drama, Historical, Romance|Recount the scandal tragedy public greatness and private frailty of America's first "royal" family in the eight-hour scripted drama/miniseries The Kennedys an intimate look at how Joseph Kennedy Sr. shaped his sons John and Robert to become two of the most influential men in the country's history.
B009D4PG62|Prometheus: Prometheus: The Search for the Beginning|3.9|Action|The cast and crew of Prometheus provide a behind-the-scenes look at how it was all created.
B000RLA1KQ|Boy Did I Get a Wrong Number!|4.5|Comedy|Bob Hope and Elke Sommer form an unlikely duo in this farcical laugh-fest about a curvy box-office bombshell who tempts a small town family man during a phone wire mix-up.
B0095R3J8O|Parenthood|4.8|Comedy, Drama|"Parenthood" is a one-hour drama inspired by the box-office hit of the same name. Season 4 of this reimagined series follows the trials and tribulations of the very large very colorful and imperfect Braverman family.
B007QRER4K|Eureka|4.8|Comedy, Science Fiction, Drama, Adventure, Romance|Eureka's fifth and final season culminates with an exciting series conclusion that will complete the journey of the residents of the unique little town of Eureka. As the thrilling final season kicks off the town is reeling after the Astraeus and her crew mysteriously vanished just before their planned launch to Titan. When they finally crash land Allison and the crewmembers are shocked to find themselves back in Eureka - and that they've been missing for four years. As the town copes with the shocking personal changes that have happened during their long absence Sheriff Carter and Henry try to uncover the truth about the forces behind the crew's bizarre disappearance - with deadly results.
B000W4Z5ZO|NA|NA|NA|NA
B005FF3U34|Shark Week|4.4|Documentary, Special Interest|Shark Week is back with a vengeance and this year it brought a friend! Comedian Andy Samberg is Discovery's Chief Shark Officer (CSO) and he joins the sharks to combine comedy and action to summer's must-see television event .With seven new programs Discovery explores these predators' psyche—How do sharks hunt? What makes them unique? Why do they attack humans? Learn the answ
B008ET98Z2|Awkward.|4.7|Comedy, Drama, Young Adult Audience, Romance|Season 2 picks up in the aftermath of Jenna choosing Jake over Matty and the stunning revelation that Jenna's mom wrote the carefrontation letter. She begins to examine her relationships with her family friends and the two guys she's torn between.
B009GEDP26|Castle|4.9|Comedy, Suspense, Drama, Romance|Castle & Beckett face new questions about their relationship. The fun and conflict escalate as the crime-solving dynamic duo navigates a whole new chapter in their lives.
B009XPFV9S|Kitchen Nightmares|3.3|Unscripted|Chef Gordon Ramsay returns for a sixth season as he treks to Boston Pittsburgh Los Angeles the New York City area and outside Cleveland to help fledgling restaurants turn their luck around. Still recovering from the effects of a sluggish economy not to mention their own missteps these restaurateurs are looking to Chef Ramsay to wake them up from their Kitchen Nightmares.
B0035GNSPA|I Almost Got Away With It|4.4|Documentary, Special Interest|Murderers drug dealers bank robbers or jail escapees. The stories are different but the motive is always the same: to stay out of prison. Criminals sometimes try to escape from justice using fake IDs violence and their own families to avoid capture. See what pushed these fugitives to their crimes how they changed their identities and evaded the law. Find out how law enforcement uses all means necessary to discover and capture these wanted men.
B0040XE8KG|Who the Bleep Did I Marry?|4.0|Documentary, Special Interest|Pulling back the curtain on bizarre double lives WHO THE BLEEP DID I MARRY? examines stories of married couples where one spouse has hidden a shocking secret.  From bank robbers to bigamists to conmen these compelling and sometimes shocking stories will have viewers shaking their heads in disbelief and wondering how the truths behind these scandalous spouses were kept hidden for so long.
B003N1DFUU|Wonder Pets|4.7|Animation, Kids, Adventure|Join the Wonder Pets for their wonderful musical adventures from season 1! Watch how teamwork always works for Linny Ming-Ming and Tuck as they don their capes and set out to save young animals all over the world.
B003ZVO6JW|Fawlty Towers|4.8|Comedy|Basil is a much put-upon hard-working hotel 'manager' whose life is plagued by dead guests hotel inspectors and riff-raff. His biggest headache is a 'nest of vipers' - his nagging wife Sibyl (Prunella Scales). Together they run their hotel Fawlty Towers with a little help from the unflappable Polly (Connie Booth) and hardly any help at all from Manuel (Andrew Sachs) the trainee waiter from Barcelona who is as mad as his boss and the butt of all his frustration.
